d1Length,d2Length,ResultLength,d1rIntersection,d2rIntersection
234,6,16,13,1
234,5,4,2,0
234,11,2,0,0
234,4,11,8,0
234,4,2,0,0
234,11,3,0,0
234,25,3,0,0
234,3,2,0,0
234,6,2,0,0
234,3,2,0,0
234,2,11,8,0
234,4,2,0,0
234,4,4,2,0
234,3,2,0,0
234,3,2,0,0
234,16,2,0,0
234,4,11,8,1
234,5,11,8,0
234,13,2,0,0
234,4,2,0,0
234,2,2,0,0
234,2,2,0,0
234,10,2,0,0
234,14,2,0,0
234,3,11,8,0
234,4,2,0,0
234,5,2,0,1
234,3,2,0,0
234,11,11,8,2
234,6,2,0,0
234,8,11,8,0
234,7,16,13,1
234,12,2,0,0
234,4,16,13,0
234,7,16,13,0
234,2,16,13,0
234,3,2,0,0
234,7,16,13,1
234,12,2,0,0
234,3,4,2,0
234,3,4,2,0
234,4,16,13,0
234,2,11,8,1
234,2,4,2,0
234,3,2,0,0
234,2,2,0,0
234,8,2,0,0
234,4,2,0,0
234,2,11,8,0
234,9,2,0,0
234,3,11,8,0
234,7,2,0,0
234,7,2,0,0
234,11,2,0,0
234,4,16,13,0
234,4,2,0,0
234,7,4,2,0
234,20,16,13,4
234,6,2,0,0
234,4,2,0,0
234,12,2,0,0
234,11,2,0,0
234,6,16,13,1
234,11,16,13,0
234,4,4,2,0
234,5,2,0,0
234,8,16,13,1
234,2,11,8,0
234,2,16,13,1
234,3,16,13,1
234,9,2,0,0
234,6,2,0,0
234,5,2,0,0
234,4,2,0,0
234,4,2,0,0
234,5,16,13,1
234,7,16,13,1
234,13,11,8,2
234,5,11,8,1
234,2,16,13,1
234,12,16,13,1
234,8,4,2,0
234,27,11,8,2
234,3,11,8,0
234,4,2,0,1
234,12,2,0,0
234,2,11,8,0
234,5,11,8,0
234,3,2,0,0
234,11,23,15,5
234,15,16,13,1
234,4,2,0,0
234,6,2,0,0
234,2,2,0,0
234,2,16,13,0
234,3,16,13,0
234,2,11,8,0
234,12,2,0,0
234,11,2,0,0
234,4,4,2,0
234,5,2,0,0
234,4,11,8,0
234,4,11,8,0
234,4,2,0,0
234,4,2,0,0
234,17,2,0,0
234,10,16,13,1
234,5,11,8,0
234,3,4,2,0
234,2,16,13,0
234,4,2,0,0
234,6,2,0,0
234,11,2,0,0
234,11,4,2,0
234,26,17,12,5
234,15,2,0,0
234,12,11,8,1
234,4,2,0,0
234,9,2,0,0
234,10,4,2,1
234,3,2,0,0
234,3,2,0,0
234,6,16,13,4
234,34,2,0,0
234,32,16,13,8
234,5,2,0,0
234,5,16,13,2
234,11,2,0,0
234,9,2,0,0
234,3,2,0,0
234,3,2,0,0
234,4,11,8,0
234,12,2,0,0
234,10,11,8,1
234,3,2,0,1
234,3,2,0,1
234,6,2,0,0
234,3,11,8,0
234,3,2,0,0
234,7,2,0,0
234,4,16,13,2
234,3,11,8,0
234,3,16,13,0
234,9,4,2,0
234,3,11,8,0
234,3,2,0,0
234,3,11,8,0
234,3,2,0,0
234,4,2,0,0
234,3,4,2,0
234,4,2,0,0
234,4,4,2,0
234,3,2,0,1
234,10,16,13,1
234,17,2,0,0
234,7,2,0,0
234,2,2,0,0
234,6,2,0,0
234,5,2,0,0
234,2,2,0,0
234,12,16,13,1
234,4,2,0,0
234,12,4,2,0
234,16,2,0,0
234,5,2,0,0
234,10,2,0,0
234,23,2,0,0
234,2,11,8,0
234,2,4,2,0
234,7,16,13,2
234,7,11,8,0
234,6,2,0,0
234,9,2,0,0
234,10,2,0,0
234,5,2,0,0
234,5,16,13,1
234,9,4,2,0
234,3,16,13,0
234,28,2,0,0
234,9,2,0,0
234,4,16,13,0
234,6,2,0,0
234,5,16,13,0
234,2,2,0,0
234,5,4,2,0
234,5,2,0,0
234,4,11,8,0
234,3,11,8,0
234,2,4,2,0
234,3,11,8,0
234,11,11,8,0
234,2,4,2,0
234,4,16,13,0
234,2,11,8,0
234,3,2,0,0
234,2,2,0,0
234,3,16,13,0
234,3,11,8,0
234,4,16,13,1
234,5,2,0,0
234,6,11,8,1
234,13,16,13,2
234,19,2,0,0
234,4,11,8,0
234,2,16,13,0
234,2,2,0,0
234,3,11,8,0
234,3,11,8,0
234,4,4,2,0
234,7,4,2,0
234,2,2,0,0
234,10,2,0,0
234,3,2,0,0
234,7,11,8,1
234,8,2,0,0
234,18,2,0,0
234,3,11,8,0
234,10,2,0,0
234,7,16,13,1
234,3,2,0,0
234,13,16,13,3
234,12,4,2,0
234,9,2,0,0
234,6,4,2,0
234,17,2,0,0
234,9,16,13,1
234,4,2,0,0
234,5,16,13,4
234,28,2,0,0
234,9,2,0,0
234,2,2,0,0
234,9,16,13,4
234,14,4,2,0
234,4,16,13,0
234,7,16,13,2
234,12,2,0,0
234,2,16,13,0
234,16,2,0,0
234,5,2,0,0
234,13,37,24,2
234,7,16,13,0
234,7,2,0,0
234,7,2,0,0
234,19,4,2,1
234,2,11,8,0
234,8,4,2,0
234,2,11,8,0
234,3,2,0,0
234,2,2,0,0
234,9,2,0,0
234,33,2,0,0
234,8,16,13,3
234,2,2,0,0
234,5,2,0,0
234,4,11,8,0
234,2,2,0,0
234,19,4,2,0
234,6,2,0,0
234,2,11,8,0
234,6,2,0,0
234,2,11,8,0
234,2,2,0,0
234,7,16,13,0
234,9,2,0,0
234,14,22,11,1
234,2,2,0,0
234,4,2,0,0
234,18,2,0,0
234,16,2,0,0
234,2,2,0,0
234,5,2,0,0
234,2,2,0,0
234,5,2,0,0
234,10,11,8,2
234,3,11,8,0
234,5,2,0,0
234,2,11,8,0
234,4,11,8,1
234,3,11,8,0
234,3,16,13,0
234,2,4,2,0
234,8,4,2,0
234,12,16,13,2
234,5,2,0,0
234,2,4,2,0
234,6,11,8,2
234,4,11,8,0
234,2,11,8,0
234,2,11,8,1
234,10,16,13,1
234,6,4,2,0
234,2,2,0,0
234,2,16,13,1
234,6,2,0,0
234,9,2,0,0
234,4,2,0,0
234,17,5,0,0
234,7,16,13,1
234,3,2,0,0
234,32,6,4,4
234,3,4,2,0
234,3,4,2,0
234,3,4,2,0
234,3,2,0,0
234,4,11,8,1
234,20,2,0,0
234,6,4,2,0
234,8,11,8,0
234,4,2,0,0
234,2,16,13,0
234,5,16,13,1
234,6,2,0,0
234,2,2,0,0
234,4,16,13,1
234,6,16,13,1
234,4,5,2,3
234,2,4,2,0
234,8,4,2,1
234,3,11,8,0
234,4,11,8,0
234,2,2,0,0
234,4,2,0,0
234,4,2,0,0
234,5,11,8,0
234,4,16,13,1
234,4,2,0,0
234,4,16,13,1
234,3,11,8,0
234,2,4,2,0
234,2,2,0,0
234,2,16,13,0
234,5,2,0,0
234,9,16,13,1
234,4,2,0,0
234,6,4,2,0
234,2,2,0,0
234,2,4,2,0
234,2,11,8,0
234,7,4,2,1
234,23,4,2,0
234,15,2,0,0
234,4,11,8,0
234,3,2,0,0
234,16,4,2,0
234,4,2,0,0
234,9,2,0,0
234,2,4,2,0
234,5,4,2,0
234,8,16,13,2
234,10,2,0,0
234,7,2,0,0
234,20,2,0,0
234,11,16,13,1
234,9,2,0,0
234,3,2,0,0
234,7,16,13,1
234,5,2,0,0
234,4,2,0,0
234,5,2,0,0
234,4,16,13,0
234,3,16,13,0
234,25,2,0,0
234,9,11,8,2
234,2,2,0,0
234,11,16,13,2
234,5,16,13,0
234,4,11,8,0
234,5,2,0,0
234,3,11,8,0
234,2,11,8,0
234,2,11,8,0
234,3,11,8,0
234,5,16,13,4
234,10,2,0,0
234,2,2,0,0
234,3,11,8,0
234,2,11,8,1
234,4,2,0,0
234,6,4,2,0
234,2,2,0,0
234,3,11,8,2
234,2,2,0,0
234,5,16,13,0
234,2,16,13,1
234,13,2,0,0
234,4,4,2,0
234,3,2,0,0
234,7,2,0,0
234,5,2,0,0
234,9,2,0,0
234,28,2,0,0
234,6,2,0,0
234,15,2,0,0
234,2,2,0,0
234,6,2,0,0
234,19,2,0,0
234,9,16,13,2
234,11,4,2,0
234,22,16,13,4
234,3,16,13,0
234,7,16,13,1
234,3,4,2,0
234,3,2,0,0
234,5,2,0,0
234,2,2,0,0
234,2,4,2,0
234,10,16,13,2
234,5,11,8,1
234,2,11,8,0
234,2,11,8,0
234,8,2,0,0
234,2,2,0,0
234,6,2,0,0
234,2,11,8,0
234,4,2,0,0
234,2,11,8,0
234,2,2,0,0
234,6,4,2,0
234,6,11,8,1
234,3,2,0,0
234,9,2,0,0
234,4,4,2,0
234,5,4,2,0
234,16,2,0,0
234,6,16,13,1
234,7,4,2,0
234,2,4,2,0
234,3,2,0,0
234,3,4,2,0
234,2,2,0,0
234,4,11,8,2
234,3,11,8,0
234,2,11,8,0
234,2,16,13,0
234,2,11,8,0
234,5,16,13,0
234,2,11,8,0
234,12,2,0,0
234,5,2,0,0
234,9,2,0,0
234,11,16,13,1
234,18,2,0,0
234,14,2,0,0
234,7,2,0,0
234,6,2,0,0
234,3,4,2,0
234,10,2,0,0
234,10,16,13,2
234,11,2,0,0
234,6,2,0,0
234,11,2,0,0
234,13,2,0,0
234,2,2,0,0
234,14,2,0,0
234,11,2,0,0
234,10,2,0,0
234,24,2,0,0
234,19,21,13,2
234,4,2,0,0
234,30,2,0,0
234,18,2,0,1
234,8,2,0,0
234,12,2,0,0
234,14,4,2,0
234,44,2,0,0
234,11,2,0,0
234,22,2,0,0
234,9,16,13,5
234,10,4,2,0
234,7,2,0,0
234,7,16,13,1
234,2,2,0,0
234,8,2,0,0
234,2,16,13,0
234,3,2,0,0
234,3,4,2,0
234,2,2,0,0
234,4,4,2,0
234,7,16,13,2
234,3,2,0,0
234,10,4,2,0
234,2,16,13,1
234,5,4,2,0
234,7,4,2,0
234,7,11,8,1
234,20,28,20,3
234,2,11,8,0
234,3,11,8,0
234,7,2,0,0
234,4,11,8,0
234,3,11,8,0
234,3,2,0,0
234,2,11,8,0
234,7,16,13,0
234,7,2,0,0
234,3,2,0,0
234,4,2,0,0
234,4,11,8,0
234,10,16,13,4
234,8,16,13,4
234,19,2,0,1
234,8,2,0,0
234,4,4,2,0
234,4,2,0,0
234,6,9,4,1
234,5,2,0,0
234,3,11,8,0
234,11,2,0,0
234,7,2,0,0
234,2,16,13,0
234,2,2,0,0
234,7,2,0,0
234,5,4,2,1
234,5,16,13,0
234,7,4,2,0
234,2,4,2,0
234,23,2,0,0
234,3,16,13,0
234,6,4,2,1
234,3,2,0,0
234,2,11,8,0
234,2,2,0,0
234,18,2,0,0
234,8,2,0,0
234,4,2,0,0
234,2,2,0,0
234,5,11,8,0
234,3,11,8,0
234,9,2,0,0
234,3,2,0,0
234,7,11,8,0
234,2,11,8,0
234,8,2,0,0
234,2,4,2,0
234,3,11,8,0
234,6,16,13,1
234,2,11,8,0
234,16,16,13,3
234,3,2,0,0
234,3,2,0,0
234,5,2,0,0
234,5,2,0,1
234,2,2,0,0
234,4,4,2,0
234,6,2,0,0
234,12,2,0,0
234,2,11,8,0
234,4,16,13,0
234,2,2,0,0
234,2,11,8,0
234,6,2,0,0
234,5,2,0,0
234,6,2,0,0
234,4,2,0,0
234,9,2,0,0
234,5,4,2,0
234,2,2,0,0
234,2,11,8,0
234,4,2,0,0
234,14,2,0,0
234,3,2,0,0
234,2,2,0,0
234,2,2,0,0
234,2,2,0,0
234,2,2,0,0
234,6,2,0,0
234,3,2,0,0
234,4,11,8,1
234,2,2,0,0
234,3,2,0,0
234,4,2,0,0
234,3,4,2,0
234,2,16,13,0
234,4,11,8,0
234,3,2,0,0
234,3,11,8,0
234,3,11,8,0
234,4,2,0,0
234,3,2,0,0
234,3,2,0,0
234,4,16,13,0
234,13,16,13,2
234,4,4,2,0
234,10,2,0,0
234,11,16,13,0
234,4,16,13,0
234,3,11,8,1
234,3,2,0,0
234,6,2,0,0
234,19,2,0,0
234,6,16,13,0
234,24,23,15,7
234,3,11,8,1
234,6,2,0,0
234,3,2,0,0
234,5,4,2,0
234,2,16,13,0
234,7,4,2,0
234,3,11,8,1
234,3,4,2,0
234,11,16,13,1
234,2,24,20,1
234,11,2,0,0
234,5,11,8,4
234,7,2,0,0
234,3,2,0,0
234,4,16,13,1
234,4,16,13,1
234,21,2,0,0
234,3,2,0,0
234,5,2,0,0
234,9,16,13,3
234,5,16,13,0
234,3,4,2,0
234,8,4,2,0
234,8,4,2,0
234,3,2,0,0
234,6,2,0,0
234,2,16,13,0
234,12,4,2,0
234,5,2,0,0
234,2,16,13,1
234,7,2,0,0
234,4,2,0,0
234,8,2,0,0
234,9,16,13,1
234,2,16,13,0
234,2,2,0,0
234,6,2,0,0
234,9,2,0,0
234,4,2,0,0
234,3,16,13,1
234,3,2,0,0
234,13,2,0,0
234,2,16,13,0
234,5,2,0,0
234,3,16,13,0
234,2,2,0,0
234,4,6,5,0
234,5,11,8,0
234,4,11,8,1
234,7,2,0,0
234,3,2,0,0
234,4,2,0,0
234,2,11,8,0
234,4,4,2,0
234,2,16,13,0
234,5,4,2,1
234,2,11,8,0
234,4,2,0,0
234,6,2,0,0
234,2,16,13,0
234,4,4,2,0
234,3,4,2,0
234,5,2,0,0
234,3,2,0,0
234,16,2,0,0
234,2,11,8,0
234,16,16,13,1
234,5,16,13,1
234,6,16,13,1
234,3,2,0,0
234,5,16,13,1
234,14,2,0,0
234,6,11,8,1
234,4,11,8,1
234,3,2,0,0
234,5,2,0,0
234,3,11,8,1
234,8,2,0,0
234,8,16,13,0
234,2,11,8,0
234,4,21,14,0
234,2,11,8,0
234,5,2,0,0
234,7,2,0,0
234,2,11,8,0
234,2,2,0,0
234,3,11,8,0
234,10,4,2,0
234,7,11,8,1
234,8,2,0,0
234,10,16,13,1
234,4,16,13,2
234,2,16,13,0
234,8,16,13,1
234,4,4,2,0
234,2,16,13,0
234,2,2,0,0
234,6,4,2,0
234,7,16,13,4
234,4,4,2,0
234,2,11,8,0
234,5,2,0,0
234,2,2,0,0
234,3,2,0,0
234,4,16,13,0
234,15,2,0,0
234,5,2,0,0
234,3,2,0,0
234,3,2,0,0
234,6,16,13,2
234,2,16,13,0
234,2,16,13,0
234,4,2,0,0
234,2,2,0,0
234,2,2,0,0
234,4,2,0,0
234,4,11,8,0
234,2,16,13,1
234,8,2,0,0
234,9,2,0,0
234,5,2,0,0
234,2,11,8,0
234,7,11,8,1
234,10,2,0,0
234,2,11,8,0
234,7,4,2,0
234,2,16,13,0
234,4,2,0,0
234,3,2,0,0
234,14,6,4,2
234,4,2,0,0
234,4,4,2,0
234,6,4,2,1
234,2,2,0,0
234,6,16,13,2
234,9,2,0,0
234,9,2,0,0
234,12,16,13,0
234,5,2,0,0
234,14,34,21,1
234,3,11,8,1
234,8,4,2,0
234,4,11,8,0
234,3,2,0,0
234,9,2,0,0
234,8,4,2,0
234,3,2,0,0
234,2,11,8,0
234,15,2,0,0
234,9,2,0,0
234,17,2,0,0
234,5,11,8,0
234,5,2,0,0
234,26,16,13,7
234,4,2,0,0
234,4,11,8,1
234,15,2,0,0
234,4,2,0,0
234,2,2,0,0
234,6,16,13,1
234,6,2,0,0
234,6,4,2,0
234,7,4,2,0
234,7,4,2,0
234,8,2,0,0
234,7,2,0,0
234,4,2,0,0
234,3,4,2,0
234,2,11,8,0
234,2,11,8,0
234,9,2,0,0
234,5,2,0,0
234,4,11,8,0
234,6,2,0,0
234,8,16,13,2
234,4,2,0,0
234,3,23,15,1
234,3,16,13,1
234,3,2,0,0
234,2,2,0,0
234,2,2,0,0
234,3,4,2,0
234,4,2,0,0
234,7,2,0,0
234,10,2,0,0
234,3,4,2,0
234,6,16,13,1
234,19,2,0,0
234,6,16,13,0
234,3,16,13,0
234,45,2,0,0
234,2,2,0,0
234,3,11,8,0
234,24,13,4,4
234,4,16,13,0
234,3,2,0,0
234,3,11,8,1
234,2,16,13,1
234,6,16,13,0
234,5,2,0,0
234,9,16,13,1
234,3,11,8,0
234,2,2,0,0
234,3,2,0,0
234,21,16,13,1
234,3,16,13,1
234,6,16,13,2
234,7,2,0,0
234,5,11,8,0
234,2,2,0,0
234,3,4,2,0
234,9,2,0,0
234,18,4,2,0
234,2,11,8,0
234,11,2,0,0
234,2,2,0,0
234,4,16,13,1
234,5,2,0,0
234,2,2,0,0
234,4,2,0,0
234,13,2,0,0
234,9,2,0,0
234,5,2,0,0
234,7,16,13,0
234,14,2,0,0
234,4,2,0,0
234,8,16,13,1
234,14,3,1,1
234,4,2,0,0
234,15,2,0,0
234,3,4,2,0
234,6,4,2,0
234,2,2,0,0
234,7,16,13,1
234,5,11,8,0
234,4,2,0,0
234,2,11,8,0
234,7,2,0,0
234,4,11,8,0
234,3,16,13,2
234,5,28,22,1
234,8,2,0,0
234,6,16,13,0
234,2,2,0,0
234,15,4,2,0
234,6,4,2,0
234,9,4,2,0
234,3,2,0,0
234,30,2,0,0
234,4,16,13,1
234,8,16,13,2
234,13,2,0,0
234,2,2,0,0
234,9,2,0,0
234,3,4,2,0
234,3,16,13,1
234,4,4,2,0
234,10,2,0,0
234,3,4,2,0
234,5,11,8,0
234,16,2,0,1
234,3,11,8,0
234,4,11,8,1
234,6,2,0,0
234,14,2,0,0
234,4,2,0,0
234,10,11,8,2
234,2,2,0,0
234,6,11,8,0
234,8,2,0,0
234,3,2,0,0
234,4,16,13,0
234,6,2,0,0
234,4,4,2,0
234,4,4,2,0
234,2,2,0,0
234,9,4,2,0
234,3,16,13,0
234,5,11,8,1
234,2,2,0,0
234,4,24,20,0
234,4,4,2,0
234,5,2,0,0
234,2,16,13,0
234,4,11,8,0
234,5,2,0,0
234,36,16,13,7
234,4,4,2,0
234,2,11,8,0
234,2,2,0,0
234,2,11,8,0
234,5,4,2,0
234,4,16,13,0
234,3,2,0,0
234,40,2,0,0
234,4,11,8,1
234,13,2,0,0
234,3,11,8,0
234,5,11,8,1
234,3,2,0,0
234,4,2,0,0
234,3,11,8,0
234,6,2,0,0
234,3,2,0,0
234,3,4,2,0
234,10,4,2,0
234,4,4,2,0
234,3,2,0,0
234,8,4,2,0
234,7,4,2,0
234,4,2,0,0
234,13,2,0,0
234,2,11,8,0
234,3,2,0,0
234,6,11,8,0
234,4,4,2,0
234,11,2,0,0
234,4,4,2,0
234,3,2,0,0
234,3,2,0,1
234,6,4,2,0
234,5,11,8,1
234,2,4,2,0
234,3,2,0,0
234,2,4,2,0
234,16,16,13,3
234,14,2,0,0
234,11,21,13,3
234,2,16,13,0
234,13,29,20,4
234,3,2,0,0
234,17,16,13,1
234,11,16,13,1
234,4,2,0,0
234,4,11,8,0
234,4,11,8,0
234,3,16,13,1
234,4,16,13,1
234,6,2,0,0
234,33,2,0,0
234,10,16,13,3
234,3,4,2,0
234,6,16,13,2
234,15,2,0,0
234,3,2,0,0
234,6,2,0,0
234,2,2,0,0
234,4,4,2,0
234,13,2,0,0
234,9,3,0,0
234,3,2,0,0
234,4,11,8,0
234,3,2,0,0
234,4,2,0,0
234,5,2,0,0
234,17,2,0,0
234,2,11,8,0
234,5,2,0,0
234,4,2,0,0
234,3,4,2,0
234,4,2,0,0
234,8,4,2,0
234,2,2,0,0
234,9,16,13,0
234,3,2,0,0
234,4,11,8,1
234,6,11,8,1
234,4,11,8,1
234,5,4,2,0
234,22,2,0,1
234,9,2,0,0
234,6,16,13,0
234,3,2,0,0
234,3,2,0,0
234,3,11,8,0
234,19,23,15,5
234,3,16,13,1
234,5,16,13,0
234,2,16,13,0
234,6,16,13,1
234,2,2,0,0
234,3,2,0,0
234,7,2,0,0
234,3,2,0,0
234,5,16,13,1
234,4,2,0,1
234,2,4,2,1
234,2,2,0,0
234,4,2,0,0
234,2,11,8,0
234,10,16,13,2
234,5,2,0,0
234,2,16,13,0
234,10,16,13,1
234,11,2,0,0
234,11,2,0,0
234,4,11,8,0
234,4,2,0,0
234,10,2,0,0
234,4,2,0,0
234,5,16,13,1
234,2,2,0,0
234,4,11,8,1
234,4,11,8,0
234,4,11,8,1
234,18,2,0,0
234,5,16,13,0
234,3,4,2,0
234,2,16,13,0
234,4,2,0,0
234,5,16,13,1
234,3,4,2,0
234,5,2,0,0
234,5,16,13,1
234,13,2,0,0
234,12,16,13,3
234,8,16,13,2
234,6,2,0,0
234,4,16,13,0
234,10,2,0,0
234,7,2,0,0
234,3,11,8,0
234,2,2,0,0
234,17,2,0,0
234,10,2,0,0
234,2,2,0,0
234,2,16,13,1
234,8,2,0,0
234,18,2,0,0
234,2,16,13,0
234,3,2,0,0
234,2,2,0,0
234,2,2,0,0
234,3,2,0,0
234,9,2,0,0
234,13,2,0,0
234,4,2,0,0
234,6,2,0,0
234,8,2,0,0
234,2,2,0,0
234,5,28,22,2
234,9,2,0,0
234,5,2,0,0
234,2,16,13,0
234,4,16,13,0
234,8,16,13,1
234,4,4,2,0
234,4,16,13,2
234,4,2,0,0
234,9,2,0,0
234,12,16,13,3
234,6,2,0,0
234,18,2,0,0
234,2,2,0,0
234,3,2,0,0
234,6,2,0,0
234,8,2,0,0
234,4,2,0,0
234,16,2,0,0
234,4,2,0,0
234,6,16,13,2
234,10,2,0,0
234,6,16,13,2
234,6,2,0,0
234,22,11,8,3
234,3,2,0,0
234,16,4,2,1
234,3,2,0,0
234,7,4,2,0
234,4,2,0,0
234,7,2,0,0
234,4,2,0,0
234,2,16,13,1
234,3,4,2,0
234,6,2,0,0
234,12,2,0,0
234,2,2,0,0
234,4,2,0,1
234,2,11,8,0
234,6,2,0,0
234,8,2,0,0
234,19,2,0,1
234,2,2,0,0
234,9,2,0,0
234,2,2,0,0
234,5,2,0,0
234,3,2,0,0
234,3,4,2,0
234,2,2,0,0
234,14,4,2,1
234,2,4,2,0
234,2,16,13,1
234,9,2,0,0
234,4,2,0,0
234,5,2,0,0
234,2,2,0,0
234,2,2,0,0
234,7,2,0,0
234,5,16,13,0
234,7,2,0,0
234,5,2,0,0
234,3,2,0,0
234,15,2,0,0
234,3,2,0,0
234,4,2,0,0
234,10,16,13,0
234,15,2,0,0
234,4,2,0,0
234,4,2,0,0
234,8,4,2,1
234,4,2,0,0
234,5,4,2,0
234,2,2,0,0
234,3,11,8,0
234,4,16,13,0
234,6,16,13,2
234,3,2,0,0
234,2,16,13,0
234,3,2,0,0
234,3,2,0,0
234,7,2,0,0
234,3,2,0,0
234,2,2,0,0
234,2,16,13,0
234,2,2,0,0
234,4,2,0,0
234,3,2,0,0
234,5,2,0,0
234,4,11,8,1
234,2,2,0,0
234,4,2,0,0
234,3,2,0,0
234,4,11,8,1
234,3,2,0,0
234,8,2,0,0
234,7,2,0,0
234,5,2,0,0
234,3,16,13,1
234,6,16,13,1
234,5,2,0,0
234,3,2,0,0
234,2,16,13,1
234,3,4,2,0
234,5,2,0,0
234,4,2,0,0
234,4,2,0,0
234,5,2,0,0
234,4,2,0,0
234,9,16,13,0
234,3,2,0,0
234,4,2,0,0
234,3,16,13,0
234,2,2,0,0
234,5,16,13,0
234,3,4,2,0
234,5,4,2,0
234,13,2,0,0
234,4,2,0,0
234,7,2,0,0
234,2,2,0,0
234,5,2,0,0
234,4,2,0,0
234,3,2,0,0
234,6,2,0,0
234,3,2,0,0
234,9,2,0,0
234,2,11,8,0
234,3,2,0,0
234,2,2,0,0
234,14,2,0,0
234,2,11,8,0
234,3,2,0,0
234,5,2,0,0
234,3,4,2,0
234,2,2,0,0
234,3,2,0,0
234,6,2,0,0
234,2,2,0,0
234,8,2,0,0
234,2,2,0,0
234,2,2,0,0
234,3,4,2,0
234,2,2,0,0
234,2,2,0,0
234,2,2,0,0
234,4,2,0,0
234,4,2,0,0
234,3,2,0,0
234,5,11,8,0
234,2,2,0,0
234,3,2,0,0
234,4,2,0,0
234,3,4,2,0
234,6,2,0,0
234,2,2,0,0
234,4,2,0,0
234,3,16,13,0
234,9,16,13,2
234,3,2,0,0
234,2,16,13,1
234,2,2,0,0
234,3,2,0,0
234,3,16,13,0
234,4,2,0,0
234,3,2,0,0
234,6,2,0,0
234,2,16,13,0
234,4,16,13,1
234,8,2,0,0
234,8,2,0,0
234,6,16,13,1
234,4,2,0,0
234,4,4,2,0
234,10,2,0,0
234,2,2,0,0
234,5,16,13,0
234,4,16,13,0
234,4,2,0,0
234,4,2,0,0
234,2,2,0,0
234,13,2,0,0
234,5,2,0,0
234,6,2,0,0
234,2,4,2,0
234,5,4,2,0
234,6,4,2,0
234,4,2,0,0
234,4,2,0,0
234,2,16,13,1
234,5,2,0,0
234,6,2,0,0
234,8,2,0,0
234,7,2,0,0
234,2,2,0,0
234,19,2,0,0
234,4,16,13,0
234,2,2,0,0
234,2,2,0,0
234,4,2,0,0
234,16,2,0,0
234,2,2,0,0
234,3,16,13,0
234,4,11,8,0
234,2,2,0,0
234,11,2,0,0
234,7,2,0,0
234,7,16,13,2
234,4,16,13,0
234,3,2,0,0
234,2,2,0,0
234,2,16,13,0
234,2,2,0,0
234,2,2,0,0
234,4,16,13,1
234,5,16,13,4
234,5,2,0,0
234,9,16,13,1
234,2,16,13,0
234,4,2,0,0
234,7,16,13,1
234,3,16,13,0
234,4,16,13,1
234,3,2,0,0
234,3,2,0,0
234,5,11,8,1
234,17,2,0,0
234,3,2,0,0
234,3,2,0,0
234,4,16,13,0
234,4,2,0,0
234,2,2,0,0
234,6,2,0,0
234,4,2,0,0
234,4,2,0,0
234,2,2,0,0
234,6,2,0,0
234,5,16,13,1
234,7,16,13,0
234,2,16,13,0
234,4,2,0,0
234,5,2,0,0
234,4,16,13,0
234,2,16,13,1
234,2,2,0,0
234,4,2,0,0
234,3,16,13,1
234,4,16,13,0
234,4,4,2,0
234,4,16,13,1
234,2,2,0,0
234,4,2,0,0
234,2,2,0,0
234,4,2,0,0
234,3,2,0,0
234,3,16,13,1
234,2,2,0,0
234,2,16,13,1
234,5,16,13,1
234,3,2,0,0
234,3,2,0,0
234,5,23,15,0
234,14,2,0,0
234,5,4,2,0
234,3,2,0,0
234,4,2,0,0
234,4,16,13,0
234,3,16,13,0
234,6,2,0,0
234,2,2,0,0
234,3,11,8,0
234,6,2,0,0
234,8,2,0,0
234,2,2,0,0
234,3,16,13,0
234,2,16,13,1
234,2,2,0,0
234,2,2,0,0
234,4,4,2,0
234,3,16,13,0
234,5,2,0,0
234,3,2,0,0
234,4,2,0,0
234,4,2,0,0
234,3,16,13,0
234,2,11,8,0
234,2,2,0,0
234,2,11,8,0
234,3,16,13,0
234,5,2,0,0
234,9,2,0,0
234,6,16,13,2
234,5,4,2,0
234,4,16,13,2
234,3,2,0,0
234,12,2,0,0
234,2,2,0,0
234,2,4,2,0
234,2,16,13,0
234,7,2,0,0
234,4,2,0,0
234,4,11,8,1
234,2,2,0,0
234,3,2,0,0
234,3,11,8,0
234,3,16,13,1
234,4,16,13,1
234,2,16,13,0
234,6,2,0,0
234,2,16,13,0
234,5,2,0,0
234,2,16,13,0
234,2,2,0,0
234,17,16,13,2
234,5,2,0,0
234,3,2,0,0
234,4,2,0,0
234,6,2,0,0
234,2,2,0,0
234,2,2,0,0
234,5,2,0,0
234,4,2,0,0
234,2,2,0,0
234,4,2,0,0
234,3,11,8,0
234,3,2,0,0
234,2,4,2,1
234,3,2,0,0
234,7,2,0,0
234,5,2,0,0
234,2,2,0,0
234,7,2,0,0
234,2,16,13,1
234,13,2,0,0
234,2,11,8,0
234,10,2,0,0
234,5,2,0,0
234,19,2,0,0
234,4,2,0,0
234,5,4,2,0
234,2,16,13,0
234,8,16,13,2
234,8,2,0,0
234,4,2,0,0
234,2,2,0,0
234,3,2,0,0
234,2,11,8,0
234,2,2,0,0
234,3,16,13,0
234,7,2,0,0
234,2,4,2,0
234,3,2,0,0
234,5,16,13,1
234,3,16,13,0
234,4,2,0,0
234,17,16,13,3
234,9,2,0,0
234,2,11,8,0
234,9,16,13,1
234,11,2,0,0
234,6,2,0,0
234,2,2,0,0
234,14,2,0,0
234,3,11,8,0
234,23,2,0,0
